geo_level,geo_level_label_value,geography,geography_label_value,ind_level,industry,industry_label_value,ownercode,ownercode_label_value,race,race_label_value,ethnicity,ethnicity_label_value,firmsize,firmsize_label_value,agg_level,year_pd,n_employed,county,pop_total,pop_white,pop_black,pop_native,pop_asian,pop_hispanic,population_by_race,baseline_emp_race,recovery_index_race,jobs_per_capita
C,Counties,6085,"Santa Clara, CA",A,00,All NAICS Sectors,A05,All Private,A1,White Alone,A0,All Ethnicities,0,All Firm Sizes,4133,2022-01-01,487684.0,Santa Clara,1916831,559111,43576,2973,742635,476352,559111,495298.0,98.46274364120187,0.8722489809715781
C,Counties,6085,"Santa Clara, CA",A,00,All NAICS Sectors,A05,All Private,A2,Black or African American Alone,A0,All Ethnicities,0,All Firm Sizes,4133,2022-01-01,40385.0,Santa Clara,1916831,559111,43576,2973,742635,476352,43576,38703.0,104.34591633723484,0.9267716174040757
C,Counties,6085,"Santa Clara, CA",A,00,All NAICS Sectors,A05,All Private,A3,American Indian or Alaska Native Alone,A0,All Ethnicities,0,All Firm Sizes,4133,2022-01-01,10487.0,Santa Clara,1916831,559111,43576,2973,742635,476352,2973,10152.0,103.29984239558708,3.527413387151026
C,Counties,6085,"Santa Clara, CA",A,00,All NAICS Sectors,A05,All Private,A4,Asian Alone,A0,All Ethnicities,0,All Firm Sizes,4133,2022-01-01,354853.0,Santa Clara,1916831,559111,43576,2973,742635,476352,742635,337204.0,105.23392367824817,0.477829620203734
C,Counties,6095,"Solano, CA",A,00,All NAICS Sectors,A05,All Private,A1,White Alone,A0,All Ethnicities,0,All Firm Sizes,4133,2022-01-01,65030.0,Solano,450995,160034,58379,1592,69009,126198,160034,65628.0,99.08880355945632,0.40635115038054415
C,Counties,6095,"Solano, CA",A,00,All NAICS Sectors,A05,All Private,A2,Black or African American Alone,A0,All Ethnicities,0,All Firm Sizes,4133,2022-01-01,9938.0,Solano,450995,160034,58379,1592,69009,126198,58379,10218.0,97.25973771775298,0.17023244659894826
C,Counties,6095,"Solano, CA",A,00,All NAICS Sectors,A05,All Private,A3,American Indian or Alaska Native Alone,A0,All Ethnicities,0,All Firm Sizes,4133,2022-01-01,1522.0,Solano,450995,160034,58379,1592,69009,126198,1592,1513.0,100.59484467944482,0.9560301507537688
C,Counties,6095,"Solano, CA",A,00,All NAICS Sectors,A05,All Private,A4,Asian Alone,A0,All Ethnicities,0,All Firm Sizes,4133,2022-01-01,18153.0,Solano,450995,160034,58379,1592,69009,126198,69009,17890.0,101.47009502515371,0.26305264530713385
C,Counties,6097,"Sonoma, CA",A,00,All NAICS Sectors,A05,All Private,A1,White Alone,A0,All Ethnicities,0,All Firm Sizes,4133,2022-01-01,124248.0,Sonoma,488436,297441,7012,1527,21167,136614,297441,127173.0,97.69998348706093,0.4177231787144341
C,Counties,6097,"Sonoma, CA",A,00,All NAICS Sectors,A05,All Private,A2,Black or African American Alone,A0,All Ethnicities,0,All Firm Sizes,4133,2022-01-01,6668.0,Sonoma,488436,297441,7012,1527,21167,136614,7012,6612.0,100.84694494857833,0.9509412435824302
C,Counties,6097,"Sonoma, CA",A,00,All NAICS Sectors,A05,All Private,A3,American Indian or Alaska Native Alone,A0,All Ethnicities,0,All Firm Sizes,4133,2022-01-01,3041.0,Sonoma,488436,297441,7012,1527,21167,136614,1527,2982.0,101.97853789403084,1.9914865749836281
C,Counties,6097,"Sonoma, CA",A,00,All NAICS Sectors,A05,All Private,A4,Asian Alone,A0,All Ethnicities,0,All Firm Sizes,4133,2022-01-01,14335.0,Sonoma,488436,297441,7012,1527,21167,136614,21167,13847.0,103.52422907488987,0.6772334293948127
C,Counties,6001,"Alameda, CA",A,00,All NAICS Sectors,A05,All Private,A1,White Alone,A0,All Ethnicities,0,All Firm Sizes,4133,2023-01-01,365292.0,Alameda,1651949,466445,159042,4002,528377,385245,466445,363884.0,100.38693649624607,0.7831405631960896
C,Counties,6001,"Alameda, CA",A,00,All NAICS Sectors,A05,All Private,A2,Black or African American Alone,A0,All Ethnicities,0,All Firm Sizes,4133,2023-01-01,60730.0,Alameda,1651949,466445,159042,4002,528377,385245,159042,58681.0,103.4917605357782,0.381848819808604
C,Counties,6001,"Alameda, CA",A,00,All NAICS Sectors,A05,All Private,A3,American Indian or Alaska Native Alone,A0,All Ethnicities,0,All Firm Sizes,4133,2023-01-01,8733.0,Alameda,1651949,466445,159042,4002,528377,385245,4002,8013.0,108.98539872706851,2.18215892053973
C,Counties,6001,"Alameda, CA",A,00,All NAICS Sectors,A05,All Private,A4,Asian Alone,A0,All Ethnicities,0,All Firm Sizes,4133,2023-01-01,181163.0,Alameda,1651949,466445,159042,4002,528377,385245,528377,171851.0,105.41864754933053,0.34286693024109677
C,Counties,6013,"Contra Costa, CA",A,00,All NAICS Sectors,A05,All Private,A1,White Alone,A0,All Ethnicities,0,All Firm Sizes,4133,2023-01-01,199769.0,Contra Costa,1161458,455961,94864,1806,212373,316799,455961,198311.0,100.73520883864234,0.43812738370167625
C,Counties,6013,"Contra Costa, CA",A,00,All NAICS Sectors,A05,All Private,A2,Black or African American Alone,A0,All Ethnicities,0,All Firm Sizes,4133,2023-01-01,26850.0,Contra Costa,1161458,455961,94864,1806,212373,316799,94864,25315.0,106.06359865692276,0.2830367684263788
C,Counties,6013,"Contra Costa, CA",A,00,All NAICS Sectors,A05,All Private,A3,American Indian or Alaska Native Alone,A0,All Ethnicities,0,All Firm Sizes,4133,2023-01-01,4162.0,Contra Costa,1161458,455961,94864,1806,212373,316799,1806,3711.0,112.15305847480464,2.3045404208194906
C,Counties,6013,"Contra Costa, CA",A,00,All NAICS Sectors,A05,All Private,A4,Asian Alone,A0,All Ethnicities,0,All Firm Sizes,4133,2023-01-01,60123.0,Contra Costa,1161458,455961,94864,1806,212373,316799,212373,59839.0,100.47460686174567,0.2831009591614753
C,Counties,6041,"Marin, CA",A,00,All NAICS Sectors,A05,All Private,A1,White Alone,A0,All Ethnicities,0,All Firm Sizes,4133,2023-01-01,62441.0,Marin,258765,172256,5544,189,15755,49128,172256,63542.0,98.26728777816247,0.36248955043655956
C,Counties,6041,"Marin, CA",A,00,All NAICS Sectors,A05,All Private,A2,Black or African American Alone,A0,All Ethnicities,0,All Firm Sizes,4133,2023-01-01,4990.0,Marin,258765,172256,5544,189,15755,49128,5544,4993.0,99.93991588223513,0.90007215007215
C,Counties,6041,"Marin, CA",A,00,All NAICS Sectors,A05,All Private,A3,American Indian or Alaska Native Alone,A0,All Ethnicities,0,All Firm Sizes,4133,2023-01-01,1150.0,Marin,258765,172256,5544,189,15755,49128,189,1070.0,107.4766355140187,6.084656084656085
C,Counties,6041,"Marin, CA",A,00,All NAICS Sectors,A05,All Private,A4,Asian Alone,A0,All Ethnicities,0,All Firm Sizes,4133,2023-01-01,12288.0,Marin,258765,172256,5544,189,15755,49128,15755,12236.0,100.42497548218373,0.7799428752776896
C,Counties,6055,"Napa, CA",A,00,All NAICS Sectors,A05,All Private,A1,White Alone,A0,All Ethnicities,0,All Firm Sizes,4133,2023-01-01,45523.0,Napa,136070,67232,2440,254,10570,48801,67232,46526.0,97.8442161372136,0.6771031651594479
C,Counties,6055,"Napa, CA",A,00,All NAICS Sectors,A05,All Private,A2,Black or African American Alone,A0,All Ethnicities,0,All Firm Sizes,4133,2023-01-01,3082.0,Napa,136070,67232,2440,254,10570,48801,2440,2817.0,109.40717074902378,1.2631147540983607
C,Counties,6055,"Napa, CA",A,00,All NAICS Sectors,A05,All Private,A3,American Indian or Alaska Native Alone,A0,All Ethnicities,0,All Firm Sizes,4133,2023-01-01,944.0,Napa,136070,67232,2440,254,10570,48801,254,878.0,107.51708428246015,3.716535433070866
C,Counties,6055,"Napa, CA",A,00,All NAICS Sectors,A05,All Private,A4,Asian Alone,A0,All Ethnicities,0,All Firm Sizes,4133,2023-01-01,5801.0,Napa,136070,67232,2440,254,10570,48801,10570,5336.0,108.7143928035982,0.5488174077578051
C,Counties,6075,"San Francisco, CA",A,00,All NAICS Sectors,A05,All Private,A1,White Alone,A0,All Ethnicities,0,All Firm Sizes,4133,2023-01-01,328542.0,San Francisco,836321,313559,40243,1691,290116,133266,313559,341944.0,96.08064478394122,1.047783670696743
C,Counties,6075,"San Francisco, CA",A,00,All NAICS Sectors,A05,All Private,A2,Black or African American Alone,A0,All Ethnicities,0,All Firm Sizes,4133,2023-01-01,39176.0,San Francisco,836321,313559,40243,1691,290116,133266,40243,37711.0,103.88480814616426,0.9734860721119201
C,Counties,6075,"San Francisco, CA",A,00,All NAICS Sectors,A05,All Private,A3,American Indian or Alaska Native Alone,A0,All Ethnicities,0,All Firm Sizes,4133,2023-01-01,5320.0,San Francisco,836321,313559,40243,1691,290116,133266,1691,5060.0,105.13833992094861,3.146067415730337
C,Counties,6075,"San Francisco, CA",A,00,All NAICS Sectors,A05,All Private,A4,Asian Alone,A0,All Ethnicities,0,All Firm Sizes,4133,2023-01-01,182527.0,San Francisco,836321,313559,40243,1691,290116,133266,290116,172972.0,105.52401544758689,0.6291517875608378
C,Counties,6081,"San Mateo, CA",A,00,All NAICS Sectors,A05,All Private,A1,White Alone,A0,All Ethnicities,0,All Firm Sizes,4133,2023-01-01,196149.0,San Mateo,745100,266446,15321,898,226967,185378,266446,200685.0,97.7397413857538,0.7361679289612154
C,Counties,6081,"San Mateo, CA",A,00,All NAICS Sectors,A05,All Private,A2,Black or African American Alone,A0,All Ethnicities,0,All Firm Sizes,4133,2023-01-01,18184.0,San Mateo,745100,266446,15321,898,226967,185378,15321,17746.0,102.46816183928773,1.1868676979309445
C,Counties,6081,"San Mateo, CA",A,00,All NAICS Sectors,A05,All Private,A3,American Indian or Alaska Native Alone,A0,All Ethnicities,0,All Firm Sizes,4133,2023-01-01,3592.0,San Mateo,745100,266446,15321,898,226967,185378,898,3321.0,108.16019271303826,4.0
C,Counties,6081,"San Mateo, CA",A,00,All NAICS Sectors,A05,All Private,A4,Asian Alone,A0,All Ethnicities,0,All Firm Sizes,4133,2023-01-01,125236.0,San Mateo,745100,266446,15321,898,226967,185378,226967,116318.0,107.66691311748826,0.55178065533756
C,Counties,6085,"Santa Clara, CA",A,00,All NAICS Sectors,A05,All Private,A1,White Alone,A0,All Ethnicities,0,All Firm Sizes,4133,2023-01-01,499747.0,Santa Clara,1903297,537099,42949,2799,748112,477632,537099,495298.0,100.89824711587771,0.9304560239359969
C,Counties,6085,"Santa Clara, CA",A,00,All NAICS Sectors,A05,All Private,A2,Black or African American Alone,A0,All Ethnicities,0,All Firm Sizes,4133,2023-01-01,42721.0,Santa Clara,1903297,537099,42949,2799,748112,477632,42949,38703.0,110.38162416350154,0.9946913781461734
C,Counties,6085,"Santa Clara, CA",A,00,All NAICS Sectors,A05,All Private,A3,American Indian or Alaska Native Alone,A0,All Ethnicities,0,All Firm Sizes,4133,2023-01-01,11110.0,Santa Clara,1903297,537099,42949,2799,748112,477632,2799,10152.0,109.43656422379826,3.969274740978921
C,Counties,6085,"Santa Clara, CA",A,00,All NAICS Sectors,A05,All Private,A4,Asian Alone,A0,All Ethnicities,0,All Firm Sizes,4133,2023-01-01,369040.0,Santa Clara,1903297,537099,42949,2799,748112,477632,748112,337204.0,109.44116914390104,0.4932951215860727
C,Counties,6095,"Solano, CA",A,00,All NAICS Sectors,A05,All Private,A1,White Alone,A0,All Ethnicities,0,All Firm Sizes,4133,2023-01-01,65649.0,Solano,450824,154748,56789,1252,70209,130628,154748,65628.0,100.03199853720972,0.4242316540439941
C,Counties,6095,"Solano, CA",A,00,All NAICS Sectors,A05,All Private,A2,Black or African American Alone,A0,All Ethnicities,0,All Firm Sizes,4133,2023-01-01,10270.0,Solano,450824,154748,56789,1252,70209,130628,56789,10218.0,100.5089058524173,0.18084488193135995
C,Counties,6095,"Solano, CA",A,00,All NAICS Sectors,A05,All Private,A3,American Indian or Alaska Native Alone,A0,All Ethnicities,0,All Firm Sizes,4133,2023-01-01,1568.0,Solano,450824,154748,56789,1252,70209,130628,1252,1513.0,103.63516192994051,1.2523961661341854
C,Counties,6095,"Solano, CA",A,00,All NAICS Sectors,A05,All Private,A4,Asian Alone,A0,All Ethnicities,0,All Firm Sizes,4133,2023-01-01,18334.0,Solano,450824,154748,56789,1252,70209,130628,70209,17890.0,102.48183342649524,0.26113461237163327
C,Counties,6097,"Sonoma, CA",A,00,All NAICS Sectors,A05,All Private,A1,White Alone,A0,All Ethnicities,0,All Firm Sizes,4133,2023-01-01,125246.0,Sonoma,485642,287210,7062,1482,20857,142986,287210,127173.0,98.48474125797142,0.4360781309842972
C,Counties,6097,"Sonoma, CA",A,00,All NAICS Sectors,A05,All Private,A2,Black or African American Alone,A0,All Ethnicities,0,All Firm Sizes,4133,2023-01-01,7061.0,Sonoma,485642,287210,7062,1482,20857,142986,7062,6612.0,106.79068360556563,0.9998583970546587
C,Counties,6097,"Sonoma, CA",A,00,All NAICS Sectors,A05,All Private,A3,American Indian or Alaska Native Alone,A0,All Ethnicities,0,All Firm Sizes,4133,2023-01-01,3100.0,Sonoma,485642,287210,7062,1482,20857,142986,1482,2982.0,103.9570757880617,2.0917678812415654
C,Counties,6097,"Sonoma, CA",A,00,All NAICS Sectors,A05,All Private,A4,Asian Alone,A0,All Ethnicities,0,All Firm Sizes,4133,2023-01-01,15006.0,Sonoma,485642,287210,7062,1482,20857,142986,20857,13847.0,108.37004405286343,0.7194706813060363
C,Counties,6001,"Alameda, CA",A,00,All NAICS Sectors,A05,All Private,A1,White Alone,A0,All Ethnicities,0,All Firm Sizes,4133,2024-01-01,368279.0,Alameda,1649473,452099,154136,3417,539370,386114,452099,363884.0,101.2078024865067,0.8145981300555851
C,Counties,6001,"Alameda, CA",A,00,All NAICS Sectors,A05,All Private,A2,Black or African American Alone,A0,All Ethnicities,0,All Firm Sizes,4133,2024-01-01,61134.0,Alameda,1649473,452099,154136,3417,539370,386114,154136,58681.0,104.18022869412586,0.3966237608345876
C,Counties,6001,"Alameda, CA",A,00,All NAICS Sectors,A05,All Private,A3,American Indian or Alaska Native Alone,A0,All Ethnicities,0,All Firm Sizes,4133,2024-01-01,8911.0,Alameda,1649473,452099,154136,3417,539370,386114,3417,8013.0,111.20678896792712,2.607843137254902
C,Counties,6001,"Alameda, CA",A,00,All NAICS Sectors,A05,All Private,A4,Asian Alone,A0,All Ethnicities,0,All Firm Sizes,4133,2024-01-01,183338.0,Alameda,1649473,452099,154136,3417,539370,386114,539370,171851.0,106.68427882293383,0.33991137808925226
C,Counties,6013,"Contra Costa, CA",A,00,All NAICS Sectors,A05,All Private,A1,White Alone,A0,All Ethnicities,0,All Firm Sizes,4133,2024-01-01,198560.0,Contra Costa,1165012,443990,92564,1832,217115,321749,443990,198311.0,100.1255603572167,0.447217279668461
C,Counties,6013,"Contra Costa, CA",A,00,All NAICS Sectors,A05,All Private,A2,Black or African American Alone,A0,All Ethnicities,0,All Firm Sizes,4133,2024-01-01,26870.0,Contra Costa,1165012,443990,92564,1832,217115,321749,92564,25315.0,106.14260319968398,0.2902856402056955
C,Counties,6013,"Contra Costa, CA",A,00,All NAICS Sectors,A05,All Private,A3,American Indian or Alaska Native Alone,A0,All Ethnicities,0,All Firm Sizes,4133,2024-01-01,4186.0,Contra Costa,1165012,443990,92564,1832,217115,321749,1832,3711.0,112.79978442468337,2.284934497816594
C,Counties,6013,"Contra Costa, CA",A,00,All NAICS Sectors,A05,All Private,A4,Asian Alone,A0,All Ethnicities,0,All Firm Sizes,4133,2024-01-01,61076.0,Contra Costa,1165012,443990,92564,1832,217115,321749,217115,59839.0,102.06721369006834,0.2813071413766898
C,Counties,6041,"Marin, CA",A,00,All NAICS Sectors,A05,All Private,A1,White Alone,A0,All Ethnicities,0,All Firm Sizes,4133,2024-01-01,63371.0,Marin,257969,167816,5379,166,15705,50216,167816,63542.0,99.73088665764377,0.37762191924488725
C,Counties,6041,"Marin, CA",A,00,All NAICS Sectors,A05,All Private,A2,Black or African American Alone,A0,All Ethnicities,0,All Firm Sizes,4133,2024-01-01,5193.0,Marin,257969,167816,5379,166,15705,50216,5379,4993.0,104.00560785099138,0.9654210819854991
C,Counties,6041,"Marin, CA",A,00,All NAICS Sectors,A05,All Private,A3,American Indian or Alaska Native Alone,A0,All Ethnicities,0,All Firm Sizes,4133,2024-01-01,1211.0,Marin,257969,167816,5379,166,15705,50216,166,1070.0,113.17757009345794,7.295180722891566
C,Counties,6041,"Marin, CA",A,00,All NAICS Sectors,A05,All Private,A4,Asian Alone,A0,All Ethnicities,0,All Firm Sizes,4133,2024-01-01,12547.0,Marin,257969,167816,5379,166,15705,50216,15705,12236.0,102.54168028767572,0.7989175421840178
C,Counties,6055,"Napa, CA",A,00,All NAICS Sectors,A05,All Private,A1,White Alone,A0,All Ethnicities,0,All Firm Sizes,4133,2024-01-01,46623.0,Napa,134869,65479,2292,214,10875,49046,65479,46526.0,100.20848557795641,0.7120298110844698
C,Counties,6055,"Napa, CA",A,00,All NAICS Sectors,A05,All Private,A2,Black or African American Alone,A0,All Ethnicities,0,All Firm Sizes,4133,2024-01-01,3248.0,Napa,134869,65479,2292,214,10875,49046,2292,2817.0,115.29996450124244,1.4171029668411868
C,Counties,6055,"Napa, CA",A,00,All NAICS Sectors,A05,All Private,A3,American Indian or Alaska Native Alone,A0,All Ethnicities,0,All Firm Sizes,4133,2024-01-01,966.0,Napa,134869,65479,2292,214,10875,49046,214,878.0,110.02277904328017,4.514018691588785
C,Counties,6055,"Napa, CA",A,00,All NAICS Sectors,A05,All Private,A4,Asian Alone,A0,All Ethnicities,0,All Firm Sizes,4133,2024-01-01,5998.0,Napa,134869,65479,2292,214,10875,49046,10875,5336.0,112.40629685157421,0.5515402298850575
C,Counties,6075,"San Francisco, CA",A,00,All NAICS Sectors,A05,All Private,A1,White Alone,A0,All Ethnicities,0,All Firm Sizes,4133,2024-01-01,316227.0,San Francisco,830235,305647,38925,1520,290030,134659,305647,341944.0,92.4791778770793,1.0346150951915118
C,Counties,6075,"San Francisco, CA",A,00,All NAICS Sectors,A05,All Private,A2,Black or African American Alone,A0,All Ethnicities,0,All Firm Sizes,4133,2024-01-01,38513.0,San Francisco,830235,305647,38925,1520,290030,134659,38925,37711.0,102.12670043223461,0.9894155427103404
C,Counties,6075,"San Francisco, CA",A,00,All NAICS Sectors,A05,All Private,A3,American Indian or Alaska Native Alone,A0,All Ethnicities,0,All Firm Sizes,4133,2024-01-01,5287.0,San Francisco,830235,305647,38925,1520,290030,134659,1520,5060.0,104.48616600790514,3.4782894736842107
C,Counties,6075,"San Francisco, CA",A,00,All NAICS Sectors,A05,All Private,A4,Asian Alone,A0,All Ethnicities,0,All Firm Sizes,4133,2024-01-01,177340.0,San Francisco,830235,305647,38925,1520,290030,134659,290030,172972.0,102.52526420461115,0.6114539875185325
C,Counties,6081,"San Mateo, CA",A,00,All NAICS Sectors,A05,All Private,A1,White Alone,A0,All Ethnicities,0,All Firm Sizes,4133,2024-01-01,197444.0,San Mateo,742340,257595,14709,861,230413,184940,257595,200685.0,98.38503126790742,0.7664900328034318
C,Counties,6081,"San Mateo, CA",A,00,All NAICS Sectors,A05,All Private,A2,Black or African American Alone,A0,All Ethnicities,0,All Firm Sizes,4133,2024-01-01,18558.0,San Mateo,742340,257595,14709,861,230413,184940,14709,17746.0,104.57567902625944,1.2616765245767898
C,Counties,6081,"San Mateo, CA",A,00,All NAICS Sectors,A05,All Private,A3,American Indian or Alaska Native Alone,A0,All Ethnicities,0,All Firm Sizes,4133,2024-01-01,3705.0,San Mateo,742340,257595,14709,861,230413,184940,861,3321.0,111.56278229448961,4.303135888501743
C,Counties,6081,"San Mateo, CA",A,00,All NAICS Sectors,A05,All Private,A4,Asian Alone,A0,All Ethnicities,0,All Firm Sizes,4133,2024-01-01,124933.0,San Mateo,742340,257595,14709,861,230413,184940,230413,116318.0,107.40642033047337,0.5422133299770412
C,Counties,6085,"Santa Clara, CA",A,00,All NAICS Sectors,A05,All Private,A1,White Alone,A0,All Ethnicities,0,All Firm Sizes,4133,2024-01-01,498701.0,Santa Clara,1902047,517612,41721,3181,766176,475827,517612,495298.0,100.6870611227988,0.9634649119417633
C,Counties,6085,"Santa Clara, CA",A,00,All NAICS Sectors,A05,All Private,A2,Black or African American Alone,A0,All Ethnicities,0,All Firm Sizes,4133,2024-01-01,43196.0,Santa Clara,1902047,517612,41721,3181,766176,475827,41721,38703.0,111.60891920522957,1.0353538985163346
C,Counties,6085,"Santa Clara, CA",A,00,All NAICS Sectors,A05,All Private,A3,American Indian or Alaska Native Alone,A0,All Ethnicities,0,All Firm Sizes,4133,2024-01-01,11360.0,Santa Clara,1902047,517612,41721,3181,766176,475827,3181,10152.0,111.89913317572892,3.571204023891858
C,Counties,6085,"Santa Clara, CA",A,00,All NAICS Sectors,A05,All Private,A4,Asian Alone,A0,All Ethnicities,0,All Firm Sizes,4133,2024-01-01,370821.0,Santa Clara,1902047,517612,41721,3181,766176,475827,766176,337204.0,109.96933606956027,0.4839893183811552
C,Counties,6095,"Solano, CA",A,00,All NAICS Sectors,A05,All Private,A1,White Alone,A0,All Ethnicities,0,All Firm Sizes,4133,2024-01-01,66660.0,Solano,451918,150061,55694,1080,71955,133953,150061,65628.0,101.57249954287803,0.4442193507973424
C,Counties,6095,"Solano, CA",A,00,All NAICS Sectors,A05,All Private,A2,Black or African American Alone,A0,All Ethnicities,0,All Firm Sizes,4133,2024-01-01,10751.0,Solano,451918,150061,55694,1080,71955,133953,55694,10218.0,105.21628498727735,0.19303695191582576
C,Counties,6095,"Solano, CA",A,00,All NAICS Sectors,A05,All Private,A3,American Indian or Alaska Native Alone,A0,All Ethnicities,0,All Firm Sizes,4133,2024-01-01,1660.0,Solano,451918,150061,55694,1080,71955,133953,1080,1513.0,109.71579643093192,1.537037037037037
C,Counties,6095,"Solano, CA",A,00,All NAICS Sectors,A05,All Private,A4,Asian Alone,A0,All Ethnicities,0,All Firm Sizes,4133,2024-01-01,18966.0,Solano,451918,150061,55694,1080,71955,133953,71955,17890.0,106.01453325880381,0.2635814050448197
C,Counties,6097,"Sonoma, CA",A,00,All NAICS Sectors,A05,All Private,A1,White Alone,A0,All Ethnicities,0,All Firm Sizes,4133,2024-01-01,126331.0,Sonoma,485040,280966,7185,1486,21090,145518,280966,127173.0,99.33790977644625,0.4496309161962657
C,Counties,6097,"Sonoma, CA",A,00,All NAICS Sectors,A05,All Private,A2,Black or African American Alone,A0,All Ethnicities,0,All Firm Sizes,4133,2024-01-01,7383.0,Sonoma,485040,280966,7185,1486,21090,145518,7185,6612.0,111.6606170598911,1.0275574112734864
C,Counties,6097,"Sonoma, CA",A,00,All NAICS Sectors,A05,All Private,A3,American Indian or Alaska Native Alone,A0,All Ethnicities,0,All Firm Sizes,4133,2024-01-01,3205.0,Sonoma,485040,280966,7185,1486,21090,145518,1486,2982.0,107.47820254862508,2.1567967698519515
C,Counties,6097,"Sonoma, CA",A,00,All NAICS Sectors,A05,All Private,A4,Asian Alone,A0,All Ethnicities,0,All Firm Sizes,4133,2024-01-01,15518.0,Sonoma,485040,280966,7185,1486,21090,145518,21090,13847.0,112.06759586914133,0.7357989568515885
